Circuit,Length,Corners,Direction,Tyre Degradation,Overtaking Difficulty,DRS Zones,Undercut Effect,Latitude,Longitude
Jeddah Street Circuit,6.174,27,Counter-Clockwise,Low,High,3,Medium,21.631944,39.104444
