Circuit,Length,Corners,Direction,Tyre Degradation,Overtaking Difficulty,DRS Zones,Undercut Effect,Latitude,Longitude
Marina Bay Street Circuit,4.94,19,Counter-Clockwise,High,Hard,2,High,1.291531,103.86385
