Circuit,Length,Corners,Direction,Tyre Degradation,Overtaking Difficulty,DRS Zones,Undercut Effect,Latitude,Longitude
Autodromo Hermanos Rodriguez,4.304,17,Clockwise,Medium,Medium,2,Medium,19.404167,-99.088611
