Circuit,Length,Corners,Direction,Tyre Degradation,Overtaking Difficulty,DRS Zones,Undercut Effect,Latitude,Longitude
Imola,4.909,19,Counter-Clockwise,High,Hard,1,Low,44.353058,11.714722
