meeting_key,session_key,driver_number,date,recording_url
1261,9975,10,2025-05-24T14:11:58.201000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/PIEGAS01_10_20250524_161134.mp3
1261,9975,18,2025-05-24T14:11:58.509000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/LANSTR01_18_20250524_161146.mp3
1261,9975,12,2025-05-24T14:20:37.999000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/ANDANT01_12_20250524_162000.mp3
1261,9975,1,2025-05-24T14:23:12.753000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/MAXVER01_1_20250524_162236.mp3
1261,9975,44,2025-05-24T14:23:12.753000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/LEWHAM01_44_20250524_162252.mp3
1261,9975,63,2025-05-24T14:33:54.601000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/GEORUS01_63_20250524_163325.mp3
1261,9975,63,2025-05-24T14:34:24.695000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/GEORUS01_63_20250524_163413.mp3
1261,9975,63,2025-05-24T14:35:25.366000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/GEORUS01_63_20250524_163501.mp3
1261,9975,63,2025-05-24T14:37:28.009000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/GEORUS01_63_20250524_163713.mp3
1261,9975,14,2025-05-24T14:53:14.407000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/FERALO01_14_20250524_165251.mp3
1261,9975,22,2025-05-24T14:55:48.159000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/YUKTSU01_22_20250524_165521.mp3
1261,9975,55,2025-05-24T14:56:48.316000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/CARSAI01_55_20250524_165641.mp3
1261,9975,31,2025-05-24T14:58:20.128000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/ESTOCO01_31_20250524_165740.mp3
1261,9975,4,2025-05-24T15:17:11.780000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-24_Qualifying/TeamRadio/LANNOR01_4_20250524_171634.mp3
