meeting_key,session_key,driver_number,date,recording_url
1260,9987,12,2025-05-18T12:10:08.101000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/ANDANT01_12_20250518_140952.mp3
1260,9987,12,2025-05-18T12:10:39.010000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/ANDANT01_12_20250518_141022.mp3
1260,9987,63,2025-05-18T12:34:05.717000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/GEORUS01_63_20250518_143322.mp3
1260,9987,43,2025-05-18T13:01:05.280000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/FRACOL01_43_20250518_150026.mp3
1260,9987,63,2025-05-18T13:10:13.340000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/GEORUS01_63_20250518_151005.mp3
1260,9987,63,2025-05-18T13:15:49.880000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/GEORUS01_63_20250518_151536.mp3
1260,9987,63,2025-05-18T13:16:52.945000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/GEORUS01_63_20250518_151644.mp3
1260,9987,81,2025-05-18T13:19:54.511000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/OSCPIA01_81_20250518_151933.mp3
1260,9987,22,2025-05-18T13:26:32.004000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/YUKTSU01_22_20250518_152557.mp3
1260,9987,4,2025-05-18T13:30:36.772000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/LANNOR01_4_20250518_153031.mp3
1260,9987,55,2025-05-18T13:32:10.602000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/CARSAI01_55_20250518_153130.mp3
1260,9987,44,2025-05-18T13:32:40.698000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/LEWHAM01_44_20250518_153216.mp3
1260,9987,63,2025-05-18T13:33:41.220000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/GEORUS01_63_20250518_153327.mp3
1260,9987,23,2025-05-18T13:40:19.349000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/ALEALB01_23_20250518_153949.mp3
1260,9987,16,2025-05-18T13:43:53.586000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/CHALEC01_16_20250518_154337.mp3
1260,9987,55,2025-05-18T13:50:00.863000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/CARSAI01_55_20250518_154954.mp3
1260,9987,44,2025-05-18T13:55:08.014000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/LEWHAM01_44_20250518_155440.mp3
1260,9987,14,2025-05-18T14:02:46.606000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/FERALO01_14_20250518_160223.mp3
1260,9987,10,2025-05-18T14:03:47.175000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/PIEGAS01_10_20250518_160325.mp3
1260,9987,12,2025-05-18T14:06:20.026000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/ANDANT01_12_20250518_160551.mp3
1260,9987,16,2025-05-18T14:08:22.594000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/CHALEC01_16_20250518_160740.mp3
1260,9987,16,2025-05-18T14:13:28.670000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/CHALEC01_16_20250518_161316.mp3
1260,9987,4,2025-05-18T14:14:29.683000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/LANNOR01_4_20250518_161359.mp3
1260,9987,23,2025-05-18T14:31:18.248000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/ALEALB01_23_20250518_163053.mp3
1260,9987,16,2025-05-18T14:34:52.797000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/CHALEC01_16_20250518_163429.mp3
1260,9987,1,2025-05-18T14:36:55.397000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/MAXVER01_1_20250518_163604.mp3
1260,9987,4,2025-05-18T14:37:35.017000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/LANNOR01_4_20250518_163715.mp3
1260,9987,44,2025-05-18T14:37:35.017000+00:00,https://livetiming.formula1.com/static/2025/2025-05-18_Emilia_Romagna_Grand_Prix/2025-05-18_Race/TeamRadio/LEWHAM01_44_20250518_163811.mp3
