meeting_key,session_key,driver_number,date,recording_url
1259,10028,63,2025-05-03T16:47:29.016000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/GEORUS01_63_20250503_124723.mp3
1259,10028,12,2025-05-03T16:48:30.246000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/ANDANT01_12_20250503_124811.mp3
1259,10028,4,2025-05-03T16:54:06.840000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/LANNOR01_4_20250503_125343.mp3
1259,10028,1,2025-05-03T16:57:40.527000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/MAXVER01_1_20250503_125720.mp3
1259,10028,12,2025-05-03T16:58:11.448000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/ANDANT01_12_20250503_125737.mp3
1259,10028,44,2025-05-03T17:00:15.271000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/LEWHAM01_44_20250503_125958.mp3
1259,10028,12,2025-05-03T17:01:45.595000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/ANDANT01_12_20250503_130123.mp3
1259,10028,4,2025-05-03T17:05:51.258000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/LANNOR01_4_20250503_130514.mp3
1259,10028,81,2025-05-03T17:06:51.433000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/OSCPIA01_81_20250503_130622.mp3
1259,10028,12,2025-05-03T17:14:53.535000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/ANDANT01_12_20250503_131816.mp3
