meeting_key,session_key,driver_number,date,recording_url
1259,10028,63,2025-05-03T15:20:24.369000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/GEORUS01_63_20250503_112001.mp3
1259,10028,16,2025-05-03T15:32:07.023000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/CHALEC01_16_20250503_113125.mp3
1259,10028,44,2025-05-03T15:33:39.446000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/LEWHAM01_44_20250503_113329.mp3
1259,10028,16,2025-05-03T15:38:45.320000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/CHALEC01_16_20250503_113810.mp3
1259,10028,81,2025-05-03T16:02:39.656000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/OSCPIA01_81_20250503_120158.mp3
1259,10028,12,2025-05-03T16:03:40.156000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/ANDANT01_12_20250503_120320.mp3
1259,10028,81,2025-05-03T16:04:41.285000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/OSCPIA01_81_20250503_120411.mp3
1259,10028,18,2025-05-03T16:05:42.724000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/LANSTR01_18_20250503_120516.mp3
1259,10028,1,2025-05-03T16:06:45.437000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/MAXVER01_1_20250503_120627.mp3
1259,10028,22,2025-05-03T16:25:01.023000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/YUKTSU01_22_20250503_122446.mp3
1259,10028,31,2025-05-03T16:26:03.900000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/ESTOCO01_31_20250503_122526.mp3
1259,10028,1,2025-05-03T16:30:39.782000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/MAXVER01_1_20250503_123007.mp3
1259,10028,81,2025-05-03T16:31:09.875000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/OSCPIA01_81_20250503_123051.mp3
1259,10028,12,2025-05-03T16:35:15.618000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/ANDANT01_12_20250503_123456.mp3
1259,10028,81,2025-05-03T16:37:46.772000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/OSCPIA01_81_20250503_123721.mp3
1259,10028,44,2025-05-03T16:38:17.553000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/LEWHAM01_44_20250503_123810.mp3
1259,10028,1,2025-05-03T16:44:57.386000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/MAXVER01_1_20250503_124431.mp3
1259,10028,81,2025-05-03T16:45:57.561000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/OSCPIA01_81_20250503_124527.mp3
1259,10028,55,2025-05-03T16:46:58.192000+00:00,https://livetiming.formula1.com/static/2025/2025-05-04_Miami_Grand_Prix/2025-05-03_Sprint/TeamRadio/CARSAI01_55_20250503_124622.mp3
