meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed,lap_time
1261,9972,1,1,2025-05-23T11:30:57.791000+00:00,30.435,48.981,22.406,172.0,177.0,True,101.822,"[2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2049, 2049, 2051, 2049]",260.0,1:41.822
1261,9972,1,2,2025-05-23T11:32:38.480000+00:00,20.297,36.288,20.907,195.0,190.0,False,77.492,"[2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2051, 2051, 2049, 2049, 2049]",275.0,1:17.492
1261,9972,1,3,2025-05-23T11:33:55.824000+00:00,19.974,39.585,30.668,207.0,117.0,False,90.227,"[None, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2051, 2048, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049]",278.0,1:30.227
1261,9972,1,4,2025-05-23T11:35:26.075000+00:00,19.649,35.353,19.729,208.0,191.0,False,74.731,"[None, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2051, 2049, 2048, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2051, 2049]",274.0,1:14.731
1261,9972,1,5,2025-05-23T11:36:40.847000+00:00,28.181,59.654,31.346,77.0,107.0,False,119.181,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",158.0,1:59.181
1261,9972,1,7,2025-05-23T11:45:34.682000+00:00,27.147,40.421,21.371,178.0,186.0,True,88.939,"[2064, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",244.0,1:28.939
1261,9972,1,8,2025-05-23T11:47:02.511000+00:00,20.491,38.302,21.763,200.0,145.0,False,80.556,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",268.0,1:20.556
1261,9972,1,9,2025-05-23T11:48:23.164000+00:00,19.261,35.044,19.592,210.0,196.0,False,73.897,"[2051, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2048, 2048, 2049, 2048, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049]",276.0,1:13.897
1261,9972,1,10,2025-05-23T11:49:36.931000+00:00,26.246,47.645,21.835,109.0,160.0,False,95.726,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",218.0,1:35.726
1261,9972,1,11,2025-05-23T11:51:12.760000+00:00,19.29,34.734,19.448,212.0,197.0,False,73.472,"[2051, 2048, 2049, 2051, 2048, 2048]","[2049, 2049, 2049, 2051, 2048, 2049, 2049, 2048, 2048, 2051]","[2048, 2049, 2049, 2048, 0]",278.0,1:13.472
1261,9972,1,12,2025-05-23T11:52:26.089000+00:00,27.418,61.2,24.043,76.0,103.0,False,112.661,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",168.0,1:52.661
1261,9972,1,13,2025-05-23T11:54:18.851000+00:00,19.252,34.83,19.36,214.0,197.0,False,73.442,"[None, 2048, 2048, 2048, 2049, 2049]","[2049, 2048, 2049, 2051, 2048, 2048, 2049, 2048, 2048, 2049]","[2048, 2049, 2049, 2049, 0]",276.0,1:13.442
1261,9972,1,14,2025-05-23T11:55:32.132000+00:00,27.801,49.588,23.328,104.0,91.0,False,100.717,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",225.0,1:40.717
1261,9972,1,15,2025-05-23T11:57:12.996000+00:00,19.093,34.748,29.512,214.0,198.0,False,83.353,"[2049, 2049, 2049, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2049, 2049, 2048, 2049, 2049, 2048]","[2049, 2048, 2048, 2048, 2048]",277.0,1:23.353
1261,9972,1,16,2025-05-23T11:58:36.379000+00:00,26.628,49.444,23.102,108.0,136.0,False,99.174,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",205.0,1:39.174
1261,9972,1,17,2025-05-23T12:00:15.490000+00:00,19.303,39.817,,217.0,163.0,False,,"[None, 2048, 2048, 2048, 2049, 2049]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[0, 0, 0, 0, 0]",219.0,N/A
1261,9972,1,18,2025-05-23T12:13:58.307000+00:00,23.136,36.206,23.336,197.0,191.0,True,82.678,"[2064, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",261.0,1:22.678
1261,9972,1,19,2025-05-23T12:15:20.417000+00:00,19.063,39.134,23.072,213.0,142.0,False,81.269,"[2049, 2048, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",269.0,1:21.269
1261,9972,1,20,2025-05-23T12:16:41.667000+00:00,19.014,34.437,19.154,218.0,199.0,False,72.605,"[2048, 2048, 2048, 2049, 2049, 2048]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 0]",274.0,1:12.605
1261,9972,1,21,2025-05-23T12:17:54.143000+00:00,29.472,55.408,23.439,108.0,150.0,False,108.319,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",189.0,1:48.319
1261,9972,1,22,2025-05-23T12:19:42.715000+00:00,18.971,34.17,19.109,216.0,198.0,False,72.25,"[None, 2048, 2048, 2048, 2049, 2048]","[2049, 2048, 2049, 2048, 2049, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2049, 2051, 0]",276.0,1:12.250
1261,9972,1,23,2025-05-23T12:20:54.743000+00:00,31.655,45.16,41.673,98.0,149.0,False,118.488,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2064, 2064]",207.0,1:58.488
1261,9972,1,24,2025-05-23T12:22:53.869000+00:00,28.898,46.416,20.797,169.0,179.0,True,96.111,"[2064, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",240.0,1:36.111
1261,9972,1,25,2025-05-23T12:24:29.463000+00:00,18.829,34.224,19.074,218.0,202.0,False,72.127,"[2049, 2048, 2048, 2048, 2049, 2048]","[2048, 2048, 2048, 2048, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2048, 2048, 2048]",278.0,1:12.127
1261,9972,1,26,2025-05-23T12:25:41.557000+00:00,32.555,57.578,22.72,94.0,119.0,False,112.853,"[2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",229.0,1:52.853
1261,9972,1,27,2025-05-23T12:27:34.355000+00:00,18.842,35.353,35.523,218.0,140.0,False,89.718,"[None, 2048, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",276.0,1:29.718
1261,9972,1,28,2025-05-23T12:29:04.168000+00:00,28.505,40.131,21.985,171.0,168.0,False,90.621,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048]",254.0,1:30.621
1261,9972,1,29,2025-05-23T12:30:34.811000+00:00,26.332,41.938,68.329,143.0,157.0,False,136.599,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 0]",227.0,2:16.599
1261,9972,1,30,2025-05-23T12:32:51.307000+00:00,22.615,38.938,,174.0,175.0,False,,"[None, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[0, 0, 0, 0, 0]",251.0,N/A
1261,9972,4,1,2025-05-23T11:30:35.572000+00:00,35.452,43.201,22.436,158.0,171.0,True,101.089,"[2064, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2051, 2051, 2049, 2051]",246.0,1:41.089
