meeting_key,session_key,driver_number,date,recording_url
1261,9973,1,2025-05-23T15:01:33.859000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/MAXVER01_1_20250523_170105.mp3
1261,9973,1,2025-05-23T15:06:08.639000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/MAXVER01_1_20250523_170558.mp3
1261,9973,6,2025-05-23T15:07:40.498000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/ISAHAD01_6_20250523_170727.mp3
1261,9973,1,2025-05-23T15:14:18.985000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/MAXVER01_1_20250523_171400.mp3
1261,9973,81,2025-05-23T15:19:54.937000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/OSCPIA01_81_20250523_171938.mp3
1261,9973,1,2025-05-23T15:23:27.722000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/MAXVER01_1_20250523_172254.mp3
1261,9973,10,2025-05-23T15:30:06.512000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/PIEGAS01_10_20250523_172929.mp3
1261,9973,31,2025-05-23T15:32:07.718000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/ESTOCO01_31_20250523_173156.mp3
1261,9973,14,2025-05-23T15:41:18.325000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/FERALO01_14_20250523_174049.mp3
1261,9973,30,2025-05-23T15:43:19.750000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/LIALAW01_30_20250523_174259.mp3
1261,9973,6,2025-05-23T15:49:56.205000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/ISAHAD01_6_20250523_174929.mp3
1261,9973,1,2025-05-23T15:53:00.321000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_2/TeamRadio/MAXVER01_1_20250523_175229.mp3
