meeting_key,session_key,driver_number,date,recording_url
1261,9972,43,2025-05-23T11:20:06.265000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/FRACOL01_43_20250523_131945.mp3
1261,9972,16,2025-05-23T11:38:57.142000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/CHALEC01_16_20250523_133834.mp3
1261,9972,18,2025-05-23T11:39:27.236000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/LANSTR01_18_20250523_133848.mp3
1261,9972,30,2025-05-23T11:51:39.526000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/LIALAW01_30_20250523_135102.mp3
1261,9972,10,2025-05-23T11:58:47.348000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/PIEGAS01_10_20250523_135824.mp3
1261,9972,30,2025-05-23T12:00:21.006000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/LIALAW01_30_20250523_140003.mp3
1261,9972,1,2025-05-23T12:00:51.100000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/MAXVER01_1_20250523_140044.mp3
1261,9972,16,2025-05-23T12:03:53.273000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/CHALEC01_16_20250523_140316.mp3
1261,9972,44,2025-05-23T12:14:04.244000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/LEWHAM01_44_20250523_141342.mp3
1261,9972,16,2025-05-23T12:15:05.573000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/CHALEC01_16_20250523_141454.mp3
1261,9972,44,2025-05-23T12:21:42.212000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/LEWHAM01_44_20250523_142110.mp3
1261,9972,22,2025-05-23T12:28:49.137000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/YUKTSU01_22_20250523_142821.mp3
1261,9972,6,2025-05-23T12:32:23.097000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/ISAHAD01_6_20250523_143159.mp3
1261,9972,12,2025-05-23T12:34:25.719000+00:00,https://livetiming.formula1.com/static/2025/2025-05-25_Monaco_Grand_Prix/2025-05-23_Practice_1/TeamRadio/ANDANT01_12_20250523_143415.mp3
