meeting_key,session_key,driver_number,date,recording_url
1262,9971,63,2025-06-01T12:13:18.042000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/GEORUS01_63_20250601_141249.mp3
1262,9971,63,2025-06-01T13:07:17.615000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/GEORUS01_63_20250601_150656.mp3
1262,9971,4,2025-06-01T13:12:53.643000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LANNOR01_4_20250601_151223.mp3
1262,9971,1,2025-06-01T13:18:30.177000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_151803.mp3
1262,9971,81,2025-06-01T13:19:31.583000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/OSCPIA01_81_20250601_151854.mp3
1262,9971,44,2025-06-01T13:25:40.880000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LEWHAM01_44_20250601_152512.mp3
1262,9971,16,2025-06-01T13:26:10.954000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/CHALEC01_16_20250601_152546.mp3
1262,9971,44,2025-06-01T13:28:12.541000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LEWHAM01_44_20250601_152738.mp3
1262,9971,81,2025-06-01T13:30:46.879000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/OSCPIA01_81_20250601_153016.mp3
1262,9971,23,2025-06-01T13:36:23.093000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/ALEALB01_23_20250601_153614.mp3
1262,9971,1,2025-06-01T13:41:29.195000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_154054.mp3
1262,9971,4,2025-06-01T13:44:04.398000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LANNOR01_4_20250601_154332.mp3
1262,9971,44,2025-06-01T13:45:04.550000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LEWHAM01_44_20250601_154437.mp3
1262,9971,1,2025-06-01T13:47:36.604000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_154715.mp3
1262,9971,1,2025-06-01T13:49:10.219000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_154850.mp3
1262,9971,4,2025-06-01T13:50:10.388000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LANNOR01_4_20250601_154940.mp3
1262,9971,4,2025-06-01T13:51:11.267000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LANNOR01_4_20250601_155046.mp3
1262,9971,63,2025-06-01T13:53:13.654000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/GEORUS01_63_20250601_155300.mp3
1262,9971,63,2025-06-01T13:56:17.071000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/GEORUS01_63_20250601_155543.mp3
1262,9971,1,2025-06-01T13:57:18.485000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_155700.mp3
1262,9971,1,2025-06-01T14:11:04.571000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_161052.mp3
1262,9971,1,2025-06-01T14:13:37.521000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_161322.mp3
1262,9971,1,2025-06-01T14:19:16.181000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_161857.mp3
1262,9971,44,2025-06-01T14:27:57.768000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/LEWHAM01_44_20250601_162722.mp3
1262,9971,1,2025-06-01T14:29:28.062000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_162908.mp3
1262,9971,1,2025-06-01T14:29:58.812000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_162935.mp3
1262,9971,1,2025-06-01T14:33:33.860000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/MAXVER01_1_20250601_163249.mp3
1262,9971,63,2025-06-01T14:34:04.006000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/GEORUS01_63_20250601_163330.mp3
1262,9971,81,2025-06-01T14:38:29.927000+00:00,https://livetiming.formula1.com/static/2025/2025-06-01_Spanish_Grand_Prix/2025-06-01_Race/TeamRadio/OSCPIA01_81_20250601_163801.mp3
